,Unnamed: 0,Top ten entry date,Single,Artist(s),Peak,Peak date,Weeks in top ten,Spotify id
1446,1446,September 2,Rock and Roll Part 2,Gary Glitter,7,September 9,4,2rEWANLXTDhsUnupYR2N1u
1447,1447,September 9,Black and White,Three Dog Night,1,September 16,5,4XcUADpOth9Wroq5EVMFJq
1448,1448,September 9,Saturday in the Park,Chicago,3,September 23,4,4OJFkrRQqol4FsPesF8eu4
1449,1449,September 16,Honky Cat,Elton John,8,September 23,2,1plcM0XlbKdjND7Ufokuzb
1450,1450,September 23,Ben,Michael Jackson,1,October 14,7,0ZFqB9g2FujbmMSrjqsL3j
1451,1451,September 23,Everybody Plays the Fool,The Main Ingredient,3,October 14,6,3DkqEHCCqlkknDfksHWWu0
1452,1452,September 23,Go All the Way,Raspberries,5,October 7,5,75GQIYnRaBg7ndHxhfYuQy
1453,1453,September 30,Use Me,Bill Withers,2,October 14,5,4gRA0i5sxx3jAhHaVjPnUN
1454,1454,September 30,Burning Love,Elvis Presley,2,October 28,6,7zMUCLm1TN9o9JlLISztxO
1455,1455,September 30,Popcorn,Hot Butter,9,October 21,4,45aoC0yE3RZGWz5QPb41M1
1456,1456,October 7,My Ding-a-Ling,Chuck Berry,1,October 21,6,2L8mIvM1OwkJyGb3WwDFT3
1457,1457,October 14,Nights in White Satin,The Moody Blues,2,November 4,7,6L5BZEcZmD6RBJnimzlyKr
1458,1458,October 21,Garden Party,Rick Nelson,6,November 4,4,7J5tyfg3OYVNR97KH66ovw
1459,1459,October 28,I Can See Clearly Now,Johnny Nash,1,November 4,8,0DcrhZ12WcCqruCs8ibXSf
1460,1460,October 28,Freddie's Dead,Curtis Mayfield,4,November 4,4,2ouFIPC3O1HNBcVTw1d9AN
1461,1461,October 28,Good Time Charlie's Got the Blues,Danny O'Keefe,9,November 4,2,2EuHw21uxVU8I9kEUD3O9J
1462,1462,November 4,I'd Love You to Want Me,Lobo,2,November 18,5,71CXzHYYOyNqgtVFpNdeCS
1463,1463,November 4,I'll Be Around,The Spinners,3,November 18,5,2vLaES21zwbX1Rnmj56Bbb
1464,1464,November 11,I Am Woman,Helen Reddy,1,December 9,8,3l2hbXdvmaH3tUd3qWLKgm
1465,1465,November 11,Convention '72,The Delegates,8,November 18,2,N
1466,1466,November 11,Witchy Woman,Eagles,9,November 18,2,436yrzQWA32vb1sTZKXg9r
1467,1467,November 18,Papa Was a Rollin' Stone,The Temptations,1,December 2,6,7MiLmLbwNoyf47xQ4TCVYp
1468,1468,November 18,Summer Breeze,Seals and Crofts,6,November 25,3,3B0ms7Xlxl16tRztKHpcu9
1469,1469,November 25,If You Don't Know Me by Now,Harold Melvin & the Blue Notes,3,December 9,5,3NElqDNNnzvWYOwsbxLQKN
1470,1470,November 25,You Ought to Be with Me,Al Green,3,December 23,7,0abCAdQ235vfucv4zXeSbG
1471,1471,November 25,If I Could Reach You,The 5th Dimension,10,November 25,1,6wzGW5DSGdGLUGh97HPq9u
1472,1472,December 2,It Never Rains in Southern California,Albert Hammond,5,December 16,6,6tunhVGD8C05MZNjSVIsjw
1473,1473,December 2,Ventura Highway,America,8,December 9,3,4IU1RL4BKvFyXtbTwaHAvW
1474,1474,December 9,Me and Mrs. Jones,Billy Paul,1,December 16,8,6Ro2z4RtAUew9Kz2HZWZUi
1475,1475,December 9,Clair,Gilbert O'Sullivan,2,December 30,7,1lYJDRaadnotdfcZFp5Izd
1476,1476,December 9,I'm Stone in Love with You,The Stylistics,10,December 9,2,54bh3rnW7Klh29FJ27cxZa
1477,1477,December 23,You're So Vain,Carly Simon,1,January 6,11,2DnJjbjNTV9Nd5NOa1KGba
1478,1478,December 23,Funny Face,Donna Fargo,5,January 6,4,27145diX1C7BE6m6FzONqb
1479,1479,December 23,Rockin' Pneumonia and the Boogie Woogie Flu,Johnny Rivers,6,January 20,6,20OVbaIrsu70Qab39PsE3X
1480,1480,December 30,Your Mama Don't Dance,Loggins and Messina,4,January 27,6,6rxUq1D3nrvJnipbtb1oMG
1481,1481,December 30,Superfly,Curtis Mayfield,8,January 13,4,4XsH9zBWPOCdXoH9ZDdS8r
1482,1482,January 6,Superstition,Stevie Wonder,1,January 27,6,1h2xVEoJORqrg71HocgqXd
1483,1483,January 13,Crocodile Rock,Elton John,1,February 3,9,6WCeFNVAXUtNczb7lqLiZU
1484,1484,January 13,Keeper of the Castle,Four Tops,10,January 13,1,6q8NBpF6twALMb86FBpLgQ
1485,1485,January 20,Why Can't We Live Together,Timmy Thomas,3,February 10,5,722E6CPY8biq4sUnf40u6Y
1486,1486,January 20,"Oh, Babe, What Would You Say?",Hurricane Smith,3,February 17,5,01LVB9f8ev89TwZiPDn0OC
1487,1487,January 27,Trouble Man,Marvin Gaye,7,February 3,3,15pYj5ZiUJgBydzD7w6NbJ
1488,1488,January 27,The World Is a Ghetto,War,7,February 10,3,0IJPyHBTbGSMPDZHIMYDOF
1489,1489,February 3,Do It Again,Steely Dan,6,February 10,4,2LXISHBkx8FyoxCBkckh19
1490,1490,February 3,"Hi, Hi, Hi",Paul McCartney and Wings,10,February 3,1,4MJzarNA4BILkKJ2ZUoIK6
1491,1491,February 10,Could It Be I'm Falling in Love,The Spinners,4,March 3,6,5i0urffBRKl09GSX2Jhdeh
1492,1492,February 10,Don't Expect Me to Be Your Friend,Lobo,8,February 17,4,5mXxGgaqcH9KNf5K0OKd5W
1493,1493,February 17,Killing Me Softly with His Song,Roberta Flack,1,February 24,9,3gsCAGsWr6pUm1Vy7CPPob
1494,1494,February 17,Dueling Banjos,Eric Weissberg and Steve Mandell,2,February 24,6,4xxn8GDqs7RUwgZTNznXNp
1495,1495,February 17,Rocky Mountain High,John Denver,9,March 3,4,1ne9wOtDF2jM6Cm8WBkaER
1496,1496,February 24,Love Train,The O'Jays,1,March 24,6,28285KFbyCq8sJofn58qlD
1497,1497,February 24,Last Song,Edward Bear,3,March 3,6,7cbYx1iSCstX5W0YkKDK0c
1498,1498,March 3,Also Sprach Zarathustra (2001),Deodato,2,March 31,6,6ywm0ilJ9ItgXRDg0yrJP1
1499,1499,March 10,The Cover of Rolling Stone,Dr. Hook & the Medicine Show,6,March 17,3,0gJj33ghcMjK7m2ORh0ZZk
1500,1500,March 10,Daddy's Home,Jermaine Jackson,9,March 17,2,74kxBssUzh94itBRiETIRN
1501,1501,March 17,Neither One of Us (Wants to Be the First to Say Goodbye),Gladys Knight & the Pips,2,April 7,6,3QgSJ9CqgLPk9B4xLdwLrS
1502,1502,March 17,Danny's Song,Anne Murray,7,April 14,6,5lQxMlCMTzCj3j4vyzdl8T
1503,1503,March 24,Ain't No Woman (Like the One I've Got),Four Tops,4,April 7,6,6q8NBpF6twALMb86FBpLgQ
1504,1504,March 24,Break Up to Make Up,The Stylistics,5,April 7,4,5Vgx4jtn7Xf7KEIogHIcCZ
1505,1505,March 31,The Night the Lights Went Out in Georgia,Vicki Lawrence,1,April 7,7,4ZObql2ASJn1bvasBzjlyI
1506,1506,March 31,Sing,The Carpenters,3,April 21,6,4s6LhHAV5SEsOV0lC2tjvJ
1507,1507,April 7,Tie a Yellow Ribbon Round the Ole Oak Tree,Dawn featuring Tony Orlando,1,April 21,11,3NXES1knSS2eUCgkr77QU6
1508,1508,April 7,The Cisco Kid,War,2,April 28,6,1c0ShGrrj3m04rrOWrWFEH
1509,1509,April 14,Call Me (Come Back Home),Al Green,10,April 14,1,2THyR0on3DrsfXBtRrLZgK
1510,1510,April 21,Little Willy,The Sweet,3,May 5,7,2qrivL8tzkUvHQYGsmEpAU
1511,1511,April 21,Masterpiece,The Temptations,7,April 28,2,4gAsVttMY36zJUCa7FYoJN
1512,1512,April 21,The Twelfth of Never,Donny Osmond,8,April 28,4,74NGDmt0oXeXesxoUGASTz
1513,1513,April 28,You Are the Sunshine of My Life,Stevie Wonder,1,May 19,7,0n2pjCIMKwHSXoYfEbYMfX
1514,1514,April 28,Stuck in the Middle with You,Stealers Wheel,6,May 12,4,3Vby4nGmtbDo7HDJamOWkT
1515,1515,May 5,Frankenstein,The Edgar Winter Group,1,May 26,7,6INztpNwOTlfSKTuPo0HOP
1516,1516,May 5,Drift Away,Dobie Gray,5,May 12,4,6hJhVBOnkchxBsDHbLOBJP
1517,1517,May 12,Daniel,Elton John,2,June 2,7,1BvJmtaXsqtH438BcDPeBb
1518,1518,May 19,My Love,Paul McCartney and Wings,1,June 2,9,3Y7ZWE3zat6O9YhMm44qCf
1519,1519,May 19,Pillow Talk,Sylvia,3,June 9,7,2BEeIp5vfO4rR2Qs5vkTLL
1520,1520,May 19,Wildflower,Skylark,9,May 26,2,0p1rWyIk2fFYfXM6k2LOIo
1521,1521,May 26,Hocus Pocus,Focus,9,June 2,3,6iZtDWu3FTuxu7AprIqA3Y
1522,1522,June 2,Playground in My Mind,Clint Holmes,2,June 16,8,0ckaiscpV8eaZ9WWJLdFbs
1523,1523,June 2,I'm Gonna Love You Just a Little More Baby,Barry White,3,June 23,6,1QR3Wcba5NBidmxEE8DW3w
1524,1524,June 9,Long Train Runnin',The Doobie Brothers,8,June 30,3,4nXkbcTj3nyww1cHkw5RAP
1525,1525,June 16,Give Me Love (Give Me Peace on Earth),George Harrison,1,June 30,7,71fXxvXqo1zxWDtBmjoEVk
1526,1526,June 16,Will It Go Round in Circles,Billy Preston,1,July 7,8,0iifjjuozo6r5fh2GWI6Pq
1527,1527,June 16,Kodachrome,Paul Simon,2,July 7,7,3f0U5NaD1bCk8nmKpn2ZJY
1528,1528,June 23,"Right Place, Wrong Time",Dr. John,9,June 30,4,0I2ELF6uHlL4ABu9aFiou7
1529,1529,June 30,Shambala,Three Dog Night,3,July 28,6,0P6fEgTn3cxLLyYTJYoYGj
1530,1530,July 7,"Bad, Bad Leroy Brown",Jim Croce,1,July 21,8,1O0xeZrBDbq7HPREdmYUYK
1531,1531,July 7,Yesterday Once More,The Carpenters,2,July 28,6,4R84ldCslEG2WMkRUdzD2b
1532,1532,July 14,Smoke on the Water,Deep Purple,4,July 28,5,5SAUIWdZ04OxYfJFDchC7S
1533,1533,July 21,Boogie Woogie Bugle Boy,Bette Midler,8,July 21,2,7MuMALGZV3KhVA9AS9TFup
1534,1534,July 21,Natural High,Bloodstone,10,July 21,1,73etijhz7pV4Wx7GTANLpq
1535,1535,July 28,The Morning After,Maureen McGovern,1,August 4,6,62QRbVm7DqR3eoqgT7pEfs
1536,1536,July 28,Diamond Girl,Seals and Crofts,6,July 28,2,7CQQBWqFfROA5RWyY04ifv
1537,1537,August 4,Touch Me in the Morning,Diana Ross,1,August 18,8,4sIkDCqNjTubfb5UVs8lEA
1538,1538,August 4,Brother Louie,Stories,1,August 25,8,5kbSslE6zBMZnULSrE4SdZ
1539,1539,August 4,Live and Let Die,Paul McCartney and Wings,2,August 11,7,5Go7a9wnApTQm2nYqKBdm0
1540,1540,August 11,Let's Get It On,Marvin Gaye,1,September 8,13,39l1UORIhuHvUWfxG53tRZ
1541,1541,August 11,Uneasy Rider,Charlie Daniels,9,August 11,3,59yEymxln8Hyuz8XNkUTIX
1542,1542,August 11,Monster Mash,Bobby (Boris) Pickett and the Crypt-Kickers,10,August 11,1,0xxZY5C9xxij3D1HkzbnfC
1543,1543,August 18,Delta Dawn,Helen Reddy,1,September 15,8,53RGKUb4zvhHaDCmjgUrIP
1544,1544,August 18,Get Down,Gilbert O'Sullivan,7,August 18,3,4GjIIjBM20NhaBrvQKkQ5I
1545,1545,August 18,Feelin' Stronger Every Day,Chicago,10,August 18,2,3hfqqSWS52Vucr4S0mLqUN
1546,1546,August 25,"Say, Has Anybody Seen My Sweet Gypsy Rose",Dawn featuring Tony Orlando,3,September 15,6,6t8msY3YEQAnoG4yG2836B
1547,1547,September 1,Loves Me Like a Rock,Paul Simon,2,October 6,7,5F4ksIKmuXEtgBf6SfEQRr
1548,1548,September 8,We're an American Band,Grand Funk Railroad,1,September 29,6,3XcjIvaZVUFAIdIYZqY9bd
1549,1549,September 8,Gypsy Man,War,8,September 15,2,5d8RneNSRVKapS8sD8qISf
1550,1550,September 8,Here I Am (Come and Take Me),Al Green,10,September 8,2,20wu6USlvWRghMOvUdfLgE
1551,1551,September 22,Half-Breed,Cher,1,October 6,8,23jaOlnV7vHmly51DPBr35
1552,1552,September 22,Higher Ground,Stevie Wonder,4,October 13,6,0dMd4rilfd6gPbXaLpNYhu
1553,1553,September 22,That Lady,The Isley Brothers,6,October 6,6,46pW0poQYEb2bVaqozGO59
1554,1554,September 29,Ramblin' Man,The Allman Brothers Band,2,October 13,6,2spzrQVLtTKvlOTx03nzqq
1555,1555,September 29,My Maria,B. W. Stevenson,9,September 29,1,09qzRI951OVkXGCc33gzcT
1556,1556,October 6,Angie,The Rolling Stones,1,October 20,7,1GcVa4jFySlun4jLSuMhiq
1557,1557,October 6,Keep On Truckin',Eddie Kendricks,1,November 10,10,5CiOCxc3argOhj5qKNZGN0
1558,1558,October 13,Midnight Train to Georgia,Gladys Knight & the Pips,1,October 27,8,7MF7QAodbGzNYav5ZfIhAY
1559,1559,October 20,Heartbeat - It's a Lovebeat,The DeFranco Family,3,November 17,7,3VqcDFEdGqtnRkVzPfJDVr
1560,1560,October 20,Paper Roses,Marie Osmond,5,November 3,6,00oIqmk1eRn9D2y8BzNLS1
1561,1561,November 3,Space Race,Billy Preston,4,November 24,6,76qyLSDhKstj0KuOKkp3oB
1562,1562,November 3,All I Know,Art Garfunkel,9,November 10,2,5VAw5AYO7FAPCdaRvAmiTY
1563,1563,November 10,Photograph,Ringo Starr,1,November 24,6,1hwN2eAwsXgktvw9Qe8TrP
1564,1564,November 10,Top of the World,The Carpenters,1,December 1,8,0erJkYbEpa648CbmwsHd4t
1565,1565,November 17,Just You 'n' Me,Chicago,4,December 8,6,1Drnmvgn8sx3axUcl5Tpnp
1566,1566,November 17,I Got a Name,Jim Croce,10,November 17,1,38llcrfX1arUqrEe0DRRzW
1567,1567,November 24,Goodbye Yellow Brick Road,Elton John,2,December 8,7,4IRHwIZHzlHT1FQpRa5RdE
1568,1568,November 24,The Love I Lost,Harold Melvin & the Blue Notes,7,December 8,3,4mumFsUDQXpQts1Y7Zjw5H
1569,1569,December 1,The Most Beautiful Girl,Charlie Rich,1,December 15,6,542C7PqR1oEfl63hlhQO4V
1570,1570,December 8,Leave Me Alone (Ruby Red Dress),Helen Reddy,3,December 29,5,2Uak7fGdGpwsgbIQWA8iCQ
1571,1571,December 8,Hello It's Me,Todd Rundgren,5,December 22,4,3gHFKiDanj4d2rqgHlRFFc
1572,1572,December 15,Time in a Bottle,Jim Croce,1,December 29,7,561F1zqRwGPCTMRsLsXVtL
1573,1573,December 15,If You're Ready (Come Go with Me),The Staple Singers,9,December 22,2,5eX6j2j6gfaXEryl54oIKZ
1574,1574,December 15,The Joker,Steve Miller Band,1,January 12,8,1bp2IO61zbQrbWNmKKxg3f
1575,1575,December 22,"Never, Never Gonna Give Ya Up",Barry White,7,January 12,4,3pepZAOvUCBt3qWi9Ax6Aq
1576,1576,December 29,Show and Tell,Al Wilson,1,January 19,7,2vhW1OmaZDYi63Da9d8R5o
1577,1577,December 29,Smokin' in the Boys Room,Brownsville Station,3,January 19,5,1AIGp3gpj1NXJvh3engmUQ
1578,1578,January 5,I've Got to Use My Imagination,Gladys Knight & the Pips,4,January 19,6,5r3q5qzU1LoxfORgwuvLCa
1579,1579,January 5,Living for the City,Stevie Wonder,8,January 12,3,1O1mCVN5hue4lOOqd5EysZ
1580,1580,January 12,You're Sixteen,Ringo Starr,1,January 26,7,4MAxWahEbzU8m4bD6mSZg9
1581,1581,January 12,Let Me Be There,Olivia Newton-John,6,February 9,7,0E4HRDc8ReRr7Fy59eW2bX
1582,1582,January 12,Helen Wheels,Paul McCartney & Wings,10,January 12,1,1hl9popG7MdtHyGUEwcspD
1583,1583,January 19,The Way We Were,Barbra Streisand,1,February 2,9,1vZTgn4JXWMahR8r99ug5H
1584,1584,January 19,Love's Theme,The Love Unlimited Orchestra,1,February 9,7,2iQPYDwqxSan9N7Xg3venf
1585,1585,January 26,The Americans,Byron MacGregor,4,February 9,4,N
1586,1586,February 2,Until You Come Back to Me (That's What I'm Gonna Do),Aretha Franklin,3,February 23,6,3iX0BMs9dX9CsgrHhiB173
1587,1587,February 2,Spiders & Snakes,Jim Stafford,3,March 2,7,4vAHXnJ5YWLq5hbIVzZS1h
1588,1588,February 9,Jungle Boogie,Kool & the Gang,4,March 9,7,3K0SJUQNbOkUprTFcwwAKN
1589,1589,February 16,Boogie Down,Eddie Kendricks,2,March 9,6,4rCzjErgNGgyFCMIKWlBcI
1590,1590,February 16,Rock On,David Essex,5,March 9,5,0uPIwcT6OdJ5BAJdYkxVp9
1591,1591,February 23,Seasons in the Sun,Terry Jacks,1,March 2,8,7pGMRy91RcQT9oHdPgYz3A
1592,1592,March 2,Dark Lady,Cher,1,March 23,6,16ShgoIW9TtfzUFHOJJIvC
1593,1593,March 2,Put Your Hands Together,The O'Jays,10,March 2,1,57yGqjGKJUIzgKWdIZo9aR
1594,1594,March 9,Sunshine on My Shoulders,John Denver,1,March 30,7,3m8lTUL5GxGUNSaycI77ND
1595,1595,March 9,Mockingbird,Carly Simon and James Taylor,5,March 23,6,74UWXHeikO5C3ScEREk42E
1596,1596,March 16,Jet,Paul McCartney & Wings,7,March 30,3,6ZSTinOwx5dKFYc6iYyGDn
1597,1597,March 23,Hooked on a Feeling,Blue Swede,1,April 6,7,6Ac4NVYYl2U73QiTt11ZKd
1598,1598,March 23,Bennie and the Jets,Elton John,1,April 13,9,5Wj1rJnCLpMHdLaxsFtJLs
1599,1599,March 23,Eres tú,Mocedades,9,March 23,2,08HeIb9BidFjKROf9ptln0
1600,1600,March 30,The Lord's Prayer,Sister Janet Mead,4,April 13,4,59BFjKWVka67Wee48TmtjA
1601,1601,March 30,Come and Get Your Love,Redbone,5,April 13,5,7GVUmCP00eSsqc4tzj1sDD
1602,1602,April 6,TSOP (The Sound of Philadelphia),MFSB featuring The Three Degrees,1,April 20,6,7kllQQPam6HumbUCIPSvHJ
1603,1603,April 6,Best Thing That Ever Happened to Me,Gladys Knight & the Pips,3,April 27,5,0bYwN4LqZYLfs9ZEHPXjBC
1604,1604,April 13,Oh My My,Ringo Starr,5,April 27,3,7GqOrtlqGjt5kFlPK63ErE
1605,1605,April 20,The Loco-Motion,Grand Funk Railroad,1,May 4,6,0PxYWaGiwWtcuL1VIMiEW4
1606,1606,April 20,I'll Have to Say I Love You in a Song,Jim Croce,9,April 27,2,4t8tx6o7oM6Ax66ZUU361y
1607,1607,April 27,Dancing Machine,The Jackson 5,2,May 18,9,0xqb2Euq1PAxKHBA36NUnx
1608,1608,April 27,Lookin' for a Love,Bobby Womack,10,April 27,1,0M6W7eZ1FWKcFFFtzAxjzO
1609,1609,May 4,The Streak,Ray Stevens,1,May 18,8,3HiIBzaoBkOTLmRYkdsusv
1610,1610,May 4,The Show Must Go On,Three Dog Night,4,May 25,4,4MD7QeIz9dH9U6WMJxKqfB
1611,1611,May 4,Tubular Bells,Mike Oldfield,7,May 11,2,7ERSQrRptZVM7q3VOdM7OL
1612,1612,May 4,Just Don't Want to Be Lonely,The Main Ingredient,10,May 4,1,2blyf1qXCNedBbfRLgdsU5
1613,1613,May 11,The Entertainer,Marvin Hamlisch,3,May 18,7,3qq7parQQaohn9N7qKrKtE
1614,1614,May 11,Midnight at the Oasis,Maria Muldaur,6,June 1,6,5VBcEJ4mtXTmVEJtc7hx2g
1615,1615,May 11,(I've Been) Searchin' So Long,Chicago,9,May 11,3,3z9pBucv2HHp1gYaTcQwiI
1616,1616,May 18,Band on the Run,Paul McCartney & Wings,1,June 8,7,6ySVa9OQidAvnEk9O0w2qR
1617,1617,May 18,You Make Me Feel Brand New,The Stylistics,2,June 15,8,73GR50SgGV5hybgWDSFWtD
1618,1618,May 25,Help Me,Joni Mitchell,7,June 8,3,3Bgz3lHxwuNK1IiYUWiBra
1619,1619,June 1,Billy Don't Be a Hero,Bo Donaldson and The Heywoods,1,June 15,7,6ZqgJAbxuEUjazBLN5V0U4
1620,1620,June 1,Sundown,Gordon Lightfoot,1,June 29,7,0SjnBEHZVXgCKvOrpvzL2k
1621,1621,June 1,Oh Very Young,Cat Stevens,10,June 1,1,7eiNxeOC8dvYAJWgTOu6xn
1622,1622,June 8,For the Love of Money,The O'Jays,9,June 15,2,3p1JoOEhVkEnTaa4JzTMSk
1623,1623,June 15,Be Thankful for What You Got,William DeVaughn,4,June 29,3,5g2sPpVq3hdk9ZuMfABrts
1624,1624,June 22,If You Love Me (Let Me Know),Olivia Newton-John,5,June 29,4,5q8UoqDHPe9bU4R5bbvcJF
1625,1625,June 22,Hollywood Swinging,Kool & the Gang,6,July 6,3,6igsoAR6Co9u7Rq3U7mlOD
1626,1626,June 29,Rock the Boat,The Hues Corporation,1,July 6,5,3YiP39k8ElvhJqKdpai5Xt
1627,1627,June 29,Rock Your Baby,George McCrae,1,July 13,5,16KwF7IrKHTVTitUKH58g3
1628,1628,June 29,Annie's Song,John Denver,1,July 27,7,4J0DbyODwZJcmIAiTSJfMF
1629,1629,July 6,On and On,Gladys Knight & the Pips,5,July 13,3,3QgSJ9CqgLPk9B4xLdwLrS
1630,1630,July 6,You Won't See Me,Anne Murray,8,July 13,3,22QLjELWmorybFaEvm5pX2
1631,1631,July 13,Don't Let the Sun Go Down on Me,Elton John,2,July 27,5,11FcfHd3SOmmrWJPGe7Y30
1632,1632,July 13,Rock and Roll Heaven,The Righteous Brothers,3,July 20,4,7c8fTb0e6BocxwiyRq8Gz6
1633,1633,July 13,The Air That I Breathe,The Hollies,6,August 3,4,6yLIqXX9edg1x0HZS7cZEv
1634,1634,July 20,Rikki Don't Lose That Number,Steely Dan,4,August 3,3,18a9EGG4xhRELv7bgAw5hb
1635,1635,July 27,Feel Like Makin' Love,Roberta Flack,1,August 10,6,7gkboYtvhuXNS4EUwmFPcw
1636,1636,July 27,Please Come to Boston,Dave Loggins,5,August 10,4,1pfSKTDigM2xnWG2Y0AquA
1637,1637,July 27,Call on Me,Chicago,6,August 10,4,5BCPL5mWm6UqI4atl18kVm
1638,1638,August 3,The Night Chicago Died,Paper Lace,1,August 17,6,4f4RRYN3R7glPElFjeoUnC
1639,1639,August 3,Sideshow,Blue Magic,8,August 10,3,0fopVbPW7N5BK0sOybQCq2
1640,1640,August 10,Waterloo,ABBA,6,August 24,3,3Dy4REq8O09IlgiwuHQ3sk
1641,1641,August 10,Tell Me Something Good,Rufus and Chaka Khan,3,August 24,6,1OO2Fp9PsnaayiekeXuGJX
1642,1642,August 10,Wildwood Weed,Jim Stafford,7,August 24,4,2XqB7lzRMX6EFWY8HD4nZl
1643,1643,August 17,(You're) Having My Baby,Paul Anka and Odia Coates,1,August 24,6,5PuAFxKmqG72uKyoo11zpQ
1644,1644,August 17,I'm Leaving It Up to You,Donny and Marie Osmond,4,September 14,5,2Ar5ZYieSYLx8xfNCCgzFc
1645,1645,August 24,I Shot the Sheriff,Eric Clapton,1,September 14,5,0UOxp1BpnD8uPQMKU4wKjz
1646,1646,August 24,Rock Me Gently,Andy Kim,1,September 28,6,2qh2VGAOYFXLsMbdATRf6w
1647,1647,August 24,Keep On Smilin',Wet Willie,10,August 24,1,6sHrxsewgTMPs2Di4x636C
1648,1648,August 31,"Can't Get Enough of Your Love, Babe",Barry White,1,September 21,4,3mWpUEBYnv9SIFWfixSJFx
1649,1649,August 31,You and Me Against the World,Helen Reddy,9,September 7,3,26WupilYCvGn1OEX2CqKjN
1650,1650,September 7,Nothing from Nothing,Billy Preston,1,October 19,7,72PoJMDfdaw9gGECgA9kTZ
1651,1651,September 7,Then Came You,Dionne Warwick & Spinners,1,October 26,8,2ARBXxaM4pzXhGpFoZPAg7
1652,1652,September 14,Clap for the Wolfman,The Guess Who,6,October 5,4,6YLWRvxvC4VbFTuNRHeaDU
1653,1653,September 21,I Honestly Love You,Olivia Newton-John,1,October 5,5,5q8UoqDHPe9bU4R5bbvcJF
1654,1654,September 21,You Haven't Done Nothin',Stevie Wonder,1,November 2,7,1inwt0v9a4ib9yS6Y4KsdM
1655,1655,September 21,Hang On in There Baby,Johnny Bristol,8,October 5,3,4RYNJVKgNpwSZguajVfsef
1656,1656,September 28,Beach Baby,The First Class,4,October 5,3,1GLmaPfulP0BrfijohQpN5
1657,1657,September 28,Another Saturday Night,Cat Stevens,6,October 12,3,3ekij6XVw1F5dFX9oLvNU0
1658,1658,September 28,Sweet Home Alabama,Lynyrd Skynyrd,8,October 26,4,7e89621JPkKaeDSTQ3avtg
1659,1659,October 5,Earache My Eye,Cheech & Chong,9,October 12,2,N
1660,1660,October 12,The Bitch Is Back,Elton John,4,November 2,5,40tnCfx2mTtHozyaRDcYC5
1661,1661,October 12,Can't Get Enough,Bad Company,5,November 2,4,6n5lHdpuBDdA7pYDpiKzEI
1662,1662,October 12,Never My Love,Blue Swede,7,October 19,2,4uCqFnJCmp3Fq2ub7PJHL7
1663,1663,October 19,Jazzman,Carole King,2,November 9,4,2wHvE5GdYhuTOAqPg4r0w4
1664,1664,October 19,Steppin' Out (Gonna Boogie Tonight),Tony Orlando and Dawn,7,October 26,3,5iNEAEkOK1OtN6lqE4pLzg
1665,1665,October 19,Love Me for a Reason,The Osmonds,10,October 19,2,1rdEDyNqQb7AsG193Q58Fl
1666,1666,October 26,You Ain't Seen Nothing Yet,Bachman–Turner Overdrive,1,November 9,5,0HOrDVS349XFcpCYsO2hAP
1667,1667,October 26,Stop and Smell the Roses,Mac Davis,9,October 26,2,6RnKm1xSMDnPtzWx8K9T8a
1668,1668,November 2,Whatever Gets You thru the Night,John Lennon,1,November 16,3,49nBXQzYNyjoBmUda3ezMf
1669,1669,November 2,Tin Man,America,4,November 9,4,4uTTd2SlalZoG0zVgI63kH
1670,1670,November 9,Do It ('Til You're Satisfied),B. T. Express,2,November 16,7,4lnQfs7AmQm6dqCaNMDJLr
1671,1671,November 9,My Melody of Love,Bobby Vinton,3,November 16,5,0kWgvFMSjTcmN0YHjmNxgO
1672,1672,November 9,Back Home Again,John Denver,5,November 9,3,4J0DbyODwZJcmIAiTSJfMF
1673,1673,November 9,Life Is a Rock (But the Radio Rolled Me),Reunion,8,November 16,2,0QhrOgpF2BaqHOLoLypBku
1674,1674,November 9,Carefree Highway,Gordon Lightfoot,10,November 9,2,59EupkPF0AA5nu0qDo5FlK
1675,1675,November 16,I Can Help,Billy Swan,1,November 23,6,4oW1lGOw5Q5OLvoJv92qoE
1676,1676,November 16,Longfellow Serenade,Neil Diamond,5,November 23,3,5MhMAWghLuvQMNRf7kPmVg
1677,1677,November 16,Everlasting Love,Carl Carlton,6,November 23,3,5i7rT8lbGzjj1n7TTXR5U8
1678,1678,November 23,Kung Fu Fighting,Carl Douglas,1,December 7,8,40NRm1ZLvZpUSCUXAGGZ8J
1679,1679,November 23,Cat's in the Cradle,Harry Chapin,1,December 21,6,2obblQ6tcePeOEVJV6nEGD
1680,1680,November 23,When Will I See You Again,The Three Degrees,2,December 14,6,02srSkeu2pzybuVr2B9TJm
1681,1681,November 30,Angie Baby,Helen Reddy,1,December 28,6,46OZwUIGXFDclUHJYjunOj
1682,1682,December 7,Sha-La-La (Make Me Happy),Al Green,7,December 21,3,2J9ChZBgjDLdGaIKdKQcP0
1683,1683,December 7,"You're the First, the Last, My Everything",Barry White,2,January 4,7,3ZYO0HGRFFdAGeb8o7F9KC
1684,1684,December 14,Lucy in the Sky with Diamonds,Elton John,1,January 4,6,13JsYnkF16pHKuOFG6uI1C
1685,1685,December 14,Junior's Farm,Paul McCartney and Wings,3,January 11,6,0VaPY3XlVYUGXB9hR1fj1G
1686,1686,December 28,Laughter in the Rain,Neil Sedaka,1,February 1,7,2ozTcQyZQmm9tSmc4VZfwU
